real,forecast,base_r,base_p,fe_r,fe_p
21273.000000000004,20976.11,21273,17709.212425275982,21273,23103.9366374898
0.0,0.011759758,0,2339.4370527999854,0,2418.8564836916485
14980.000000000004,14739.56,14980,15543.727410511769,14980,16573.030882384417
1397.0,1394.3599,1397,2558.095312719539,1397,2402.2625653366704
22522.999999999985,22193.332,22523,22839.101404394605,22523,21344.513491142898
0.0,0.011759758,0,414.0662911937543,0,2279.347889878183
0.0,0.012913227,0,-1587.4758627395931,0,950.3463692394944
0.0,0.011759758,0,2943.5920477825566,0,1699.353861188174
18643.000000000007,18425.703,18643,16432.14517119316,18643,17941.901350401524
987.0000000000005,942.85254,987,3155.519333526958,987,2828.89510541641
0.0,0.011759758,0,-3146.5297844023735,0,-2002.813807929233
519.0,523.70483,519,2038.69081945387,519,1115.9485485619007
0.0,0.011759758,0,2571.1619000261126,0,2108.6627572036014
22313.00000000002,22029.709,22313,22339.31737395486,22313,21245.125636043493
2606.0000000000014,2550.9587,2606,17889.297124699922,2606,14699.537000752152
1731.0,1713.7407,1731,3530.173071217112,1731,3832.9632117952133
1158.0,1135.9557,1158,1788.7829595093644,1158,1072.8849315685584
0.0,0.011738777,0,-3694.3882514438446,0,-2846.409622111896
0.0,0.011759758,0,2204.940719619961,0,2173.086794380346
28196.0,27846.727,28196,22513.846898264295,28196,21733.767554927606
0.0,0.011759758,0,652.1927588816325,0,305.7040434466544
27740.999999999993,27342.111,27741,23727.61397255771,27741,26819.693048654168
5714.999999999996,5659.9604,5715,6779.780355082687,5715,5537.935945526842
24478.99999999999,24218.13,24479,22506.644130731016,24479,23371.63866354309
5602.999999999999,5499.7905,5603,9198.812787711227,5603,5326.30407241721
0.0,0.012957692,0,-1602.0030392660265,0,286.1739193001049
0.0,0.011759758,0,3163.5827376538728,0,2662.2382239647122
4859.0,4869.4707,4859,2688.7850501942958,4859,2458.6611797606456
19505.000000000007,19228.11,19505,16191.210762914685,19505,20512.841167564577
0.0,0.013794184,0,-6287.2715490202245,0,-5842.41206371069
0.0,0.011759758,0,-1298.259287237277,0,-3156.9594683122414
27377.99999999999,26940.59,27378,22579.456840458755,27378,22288.84028091838
0.0,0.011738777,0,-422.89850067497173,0,1319.1661561540168
0.0,0.011759758,0,3252.032319683276,0,2807.6973241357773
0.0,0.011759758,0,-1761.6126033116889,0,-1594.4176844623944
0.0,0.011759758,0,20.816269743416342,0,-307.2704484037531
0.0,0.011759758,0,908.9863932290609,0,381.269918579972
27486.999999999975,27088.14,27487,21672.43247567724,27487,19451.37570131794
573.0000000000002,585.9471,573,1124.9615731960293,573,816.3040031868295
47.00000000000001,52.574116,47,1073.0383444087493,47,1847.640780758571
7262.999999999998,7133.591,7263,19436.523340202977,7263,18004.201680863902
20355.000000000004,20075.432,20355,17094.535731377924,20355,22148.308029136977
4956.000000000001,4904.371,4956,13876.224434294592,4956,11572.984097722845
34055.000000000015,33577.824,34055,27966.901510913187,34055,29189.373059567035
0.0,0.012913227,0,261.4247052787541,0,1688.894346994366
0.0,0.011759758,0,-2664.9161107831897,0,-4428.992935807648
5826.0000000000055,5751.126,5826,5774.789109715639,5826,5576.958418323622
8399.000000000002,8266.767,8399,12675.970028777549,8399,10226.946536757583
0.0,0.011759758,0,534.2118011502898,0,875.0181943758216
20460.00000000001,20075.357,20460,13372.960406274666,20460,16026.840788830468
0.0,0.011759758,0,892.3997702895722,0,-410.0105243112703
0.0,0.011804223,0,-62.59261335110932,0,-167.46087835386425
28417.999999999985,27846.727,28418,20562.539705032068,28418,23380.814644743212
20958.999999999985,20647.996,20959,16862.11637304655,20959,21236.467556424293
41.00000000000001,27.444939,41,3871.3339274359096,41,1839.0861605703249
1343.0000000000002,1335.8507,1343,5417.433652815293,1343,3733.7127660592923
744.0000000000001,739.17444,744,5995.3928348153495,744,4262.465683354312
531.9999999999999,517.70886,532,-3054.035322126583,532,-701.4630308687701
0.0,0.011804223,0,-1346.929702022171,0,-1794.9449465060243
6851.0000000000055,6701.5454,6851,8311.221081425985,6851,6683.362029443277
6346.999999999997,6312.156,6347,22898.186293767918,6347,23138.611392701107
19620.000000000004,19382.422,19620,21733.444033790824,19620,16968.715752375232
0.0,0.011804223,0,-6485.596822646563,0,-3173.694561077682
32412.999999999975,31964.78,32413,28557.416585234547,32413,30519.995764605308
0.0,0.012913227,0,292.43396380342165,0,2379.9498807912896
0.0,0.011360407,0,675.2181008117477,0,1004.3472772038003
14824.99999999999,14597.951,14825,18067.553729331994,14825,21412.90347184943
1356.0000000000002,1356.2869,1356,3570.603404108013,1356,4361.405505322604
29856.999999999996,29359.99,29857,25677.42466840682,29857,27964.23612293678
604.0000000000002,591.5867,604,4517.604711494321,604,2951.762544184654
21803.999999999985,21526.287,21804,16472.928254950122,21804,20034.88950275762
0.0,0.011759758,0,-2590.5722231090476,0,-1368.3786500785573
0.0,0.011783361,0,-497.2750225869095,0,-2476.027137001576
5578.000000000002,5504.813,5578,9381.996819804452,5578,7027.049786864773
30137.0,29600.488,30137,27624.58621131649,30137,29660.79255213616
0.0,0.011738777,0,-2271.436906468167,0,-1064.5852360895806
13883.999999999989,13740.206,13884,15315.773034611062,13884,14772.48882468248
0.0,0.011759758,0,1119.768322070071,0,893.1716014351841
10461.000000000007,10240.412,10461,15411.280521032197,10461,15536.086099356646
0.0,0.011759758,0,3959.168864219144,0,3565.7658225916166
26026.00000000001,25607.303,26026,24790.36570510578,26026,26208.1475402975
0.0,0.012913227,0,-1833.0402324874303,0,-1113.6686579219895
21023.00000000002,20755.201,21023,18283.377302653105,21023,17584.93997135963
2755.000000000001,2693.3672,2755,5436.476005007949,2755,4882.188219630749
21064.999999999993,20755.283,21065,16455.34189727383,21065,19736.959721467596
17640.00000000001,17495.738,17640,14269.269821734553,17640,16415.11264308246
0.0,0.011759758,0,6195.945365200423,0,-1811.7157772223
0.0,0.011381388,0,-875.5160656360968,0,-840.2672569179631
0.0,0.011804223,0,4584.472618926884,0,3481.044780270284
0.0,0.011759758,0,2485.0996048924426,0,1698.5207195874318
0.0,0.011759758,0,1516.2858356236393,0,1771.8414621024567
78.99999999999997,77.63375,79,2041.4350675486785,79,2365.6397510675815
9169.000000000007,8932.766,9169,12776.788891193399,9169,11152.047012236158
20644.00000000001,20373.145,20644,15277.722378037426,20644,19479.687668447303
0.0,0.011759758,0,78.71018251306668,0,1059.7746977471543
21182.00000000002,20893.752,21182,16948.605606804245,21182,20950.1306785376
1305.9999999999998,1301.5021,1306,2207.699274895451,1306,302.24702938483824
0.0,0.011759758,0,1864.584579485163,0,1296.6815208561165
34447.0,33833.277,34447,28592.92239841161,34447,29580.491771785906
13835.000000000005,13732.07,13835,12705.943747388286,13835,10997.719746628463
0.0,0.011759758,0,-1416.0975810182135,0,-763.7842433666083
21052.000000000007,20755.283,21052,14067.282687340688,21052,20025.105470578143
0.0,0.011425853,0,2891.6014249881846,0,1810.6234869971304
26469.999999999985,26209.512,26470,28066.69442290724,26470,29851.31956478616
0.0,0.011738777,0,1514.2261436237895,0,727.877292351106
0.0,0.011759758,0,1462.3035548659973,0,454.3560466337367
0.0,0.011759758,0,-976.0341945525142,0,-1140.538632336953
10323.999999999998,10255.415,10324,23164.870632969323,10324,22445.04800863788
883.9999999999999,880.84705,884,5527.1141887309495,884,4527.152743465715
0.0,0.011759758,0,-3273.1224718057347,0,995.8032698902607
23222.999999999993,22800.121,23223,21848.932199299852,23223,23977.103753586
0.0,0.012913227,0,-2092.1581717475783,0,-1264.9808426685522
1366.9999999999998,1363.6962,1367,3657.5555806435586,1367,2522.090862074543
10068.000000000007,9902.671,10068,18439.011330046967,10068,12053.968587583004
0.0,0.011759758,0,-651.3462569701078,0,1441.8570966752377
0.0,0.011759758,0,1657.5520618955634,0,737.3602763321396
516.0,524.8671,516,1189.0471230116964,516,743.9598737664419
18819.000000000015,18579.455,18819,13535.631802360986,18819,13677.480202115155
20565.999999999985,20275.488,20566,12310.74495728207,20566,16133.684898570697
0.0,0.011759758,0,-5095.758081023596,0,-2869.0307691959606
13620.0,13501.905,13620,15872.325618074748,13620,20647.132544543994
0.0,0.011759758,0,28.679794461495476,0,6591.763255887119
0.0,0.011804223,0,-6063.51184126157,0,-4684.602446788813
0.0,0.012913227,0,1956.2049759622678,0,400.5933046812861
18451.99999999999,18281.416,18452,13874.726061381894,18452,16371.418738957444
21717.999999999996,21416.752,21718,16436.39237988783,21718,21176.77632130817
0.0,0.011759758,0,-213.29251955001382,0,-1175.429762367181
33175.000000000015,32600.164,33175,28337.24375998784,33175,30368.15306502563
0.0,0.011759758,0,1528.9159289810486,0,1015.8504869661483
0.0,0.011759758,0,-2504.5948507715802,0,-3491.7022738126398
7156.000000000005,7063.509,7156,22847.75114207856,7156,22930.73997836769
0.0,0.011360407,0,1116.7593888705524,0,2389.2185931850036
17838.000000000007,17691.367,17838,16659.777189121087,17838,17281.17603872605
0.0,0.012861252,0,5246.936657834565,0,2800.6266674862854
0.0,0.011759758,0,1018.7610226051911,0,211.84605532277783
0.0,0.011360407,0,-5286.397838782868,0,-1708.2854436616763
0.0,0.011759758,0,-215.2003829139867,0,1550.9826785414843
0.0,0.011759758,0,-1496.1634171080805,0,-1118.9039561426544
15340.999999999987,15167.107,15341,12851.073254849314,15341,10884.810922765217
1428.0,1397.3126,1428,2435.9745519476273,1428,1648.0730853415153
52.00000000000001,49.482574,52,-299.7013837274135,52,253.50930407112173
27080.99999999999,26749.75,27081,25882.482486446308,27081,29061.43220718808
0.0,0.011759758,0,547.4869974379544,0,-791.1108795389227
1469.0,1468.933,1469,1702.0145135855855,1469,1943.6265385601218
0.0,0.011381388,0,-1620.6312141736707,0,1432.1455218793126
21.000000000000004,23.17207,21,-814.1783907391437,21,264.6849379082196
19736.00000000001,19382.422,19736,17620.868705937035,19736,16306.887014750486
20904.999999999993,20647.719,20905,27136.693108013438,20905,28950.256150000747
20198.999999999996,19843.865,20199,15825.369285598143,20199,21157.62224595306
0.0,0.011759758,0,4558.633437047247,0,1780.696401822417
20320.99999999999,20075.201,20321,20455.80697936377,20321,21780.65760281794
907.0000000000003,914.37994,907,427.152470236455,907,-182.34983999192627
13185.000000000011,13060.293,13185,13934.241755939132,13185,14516.859585257418
0.0,0.011759758,0,-24.77681323904835,0,-1086.5840093502193
0.0,0.011759758,0,637.7551275896112,0,662.6872224512335
0.0,0.011759758,0,-1865.7483562674024,0,-2834.968249205951
16619.999999999993,16503.803,16620,15102.959508396161,16620,17337.451094613396
19598.99999999998,19382.422,19599,15239.142492096194,19599,15705.81633339317
0.0,0.011759758,0,670.104524606737,0,-1103.085101029159
28890.999999999993,28321.299,28891,26625.309184543148,28891,27951.006414060033
14852.000000000007,14598.258,14852,14620.372403083144,14852,18936.199162133416
27071.999999999993,26749.75,27072,26321.455918800828,27072,26783.674741268012
0.0,0.017548084,0,-6420.8368402657725,0,-3453.5322913255513
0.0,0.012100577,0,-874.9179243772087,0,92.1708053550683
0.0,0.011738777,0,1553.4940397214814,0,-786.2202723227019
12958.0,12827.982,12958,17260.48864583182,12958,13864.589351876622
0.0,0.011360407,0,-6005.12587288073,0,-3514.4945386750624
1353.0000000000002,1358.3162,1353,8602.097335473765,1353,9632.653270660467
0.0,0.011804223,0,-1012.8144809738005,0,-1427.1867917457348
0.0,0.012957573,0,328.8878978367866,0,549.1891739771891
26754.999999999996,26510.357,26755,21663.115570023314,26755,24497.93474368682
9660.999999999993,9684.598,9661,13337.976546363469,9661,16140.970241792005
17059.000000000007,16571.309,17059,13517.597706176857,17059,11422.928172225074
7082.000000000004,6879.98,7082,19880.136248663126,7082,17693.241005023163
218.00000000000003,210.04498,218,1485.4983114596398,218,-622.9123338013596
0.0,0.017320871,0,-7151.571772347164,0,-2938.0724776222996
0.0,0.011759758,0,-1188.8358033628756,0,274.25233173087327
22783.00000000001,22426.873,22783,19104.943611766874,22783,20281.94854998222
984.0000000000001,943.8913,984,2586.7761298154946,984,1150.248767715544
0.0,0.011759758,0,2733.324753672292,0,1264.5911556097926
0.0,0.011759758,0,3629.0243570148814,0,3489.1437898923177
0.0,0.011759758,0,-28.39149124364485,0,-453.98066120741714
0.0,0.011759758,0,2530.0835543214343,0,1755.5383971828414
21417.0,21152.15,21417,16525.27883585501,21417,21440.236860163648
22992.0,22638.89,22992,22760.119776461368,22992,23002.650989463065
335.0,311.61972,335,3046.045428667261,335,2692.0645196084733
25549.99999999998,25289.463,25550,21303.418995989137,25550,21525.77535201054
0.0,0.012957692,0,-1356.4658322019386,0,-3151.902873651299
19005.000000000004,18821.402,19005,21387.860727901556,19005,17613.045035373165
19334.999999999993,19132.404,19335,15940.617922987236,19335,20409.05271548193
6355.999999999999,6310.7896,6356,5209.959750267182,6356,3481.284449714425
229.00000000000006,236.93414,229,-6.639721506493515,229,-41.734910115344974
0.0,0.011759758,0,2291.976908080731,0,2741.254512344378
1949.9999999999993,1916.5079,1950,5295.831475530373,1950,4191.448426869902
18599.999999999996,18425.703,18600,14819.76653907694,18600,18823.568491193575
30.0,34.229866,30,2759.2035789872753,30,-914.8896026249276
1952.9999999999993,1921.534,1953,3463.7191436380017,1953,2416.7526426793847
0.0,0.011360407,0,-2023.1718130110385,0,-908.1388954977665
8573.000000000004,8507.204,8573,13229.599975876932,8573,12784.650086477559
0.0,0.011823177,0,-3152.0147533587296,0,-3350.5412729795644
1334.0000000000002,1307.0994,1334,-1538.7943946109372,1334,-165.8892638411926
1734.0000000000005,1709.6792,1734,1712.0886201646354,1734,2653.584436995883
28693.99999999998,28321.299,28694,28289.248345085696,28694,27465.01699733067
31908.000000000022,31409.5,31908,28902.236887223815,31908,30238.793254361542
0.0,0.011759758,0,2870.0950437940483,0,931.2531770152564
0.0,0.011759758,0,-1288.2830351868179,0,376.10515932792623
2687.0000000000005,2666.1057,2687,20677.611510032264,2687,12242.291185221431
14244.000000000011,13974.849,14244,15063.815790614324,14244,13267.264780287132
10788.99999999999,10718.159,10789,24428.85141648729,10789,24975.901625046215
0.0,0.011759758,0,-1887.787030164298,0,-1889.4690045447205
196.0,207.10727,196,-601.3917668793656,196,-869.3129576651154
0.0,0.011738777,0,-3161.8941096648923,0,-2719.874075811451
0.0,0.012913227,0,-388.0142371638649,0,48.43325201047264
0.0,0.011823177,0,-2692.614726448621,0,-1198.4097339871296
0.0,0.012913227,0,-72.57292617243365,0,-2908.0694638444693
0.0,0.011738777,0,-5618.684002396694,0,-4600.261792368983
0.0,0.011433005,0,-15418.869068460372,0,-7052.465941075556
0.0,0.011759758,0,-2663.2190937820415,0,-2355.102422146483
24872.00000000001,24721.166,24872,21894.039897787443,24872,20844.79317643754
15347.999999999996,15172.415,15348,20519.794234984132,15348,18661.06092173253
0.0,0.011804223,0,586.2045632888621,0,1320.819595593799
0.0,0.012913227,0,708.3890640598838,0,2023.1807893024306
10418.000000000002,10236.038,10418,8748.097608349497,10418,7882.351896276414
0.0,0.011759758,0,4606.194466939167,0,4165.291081822004
14526.999999999998,14371.206,14527,10343.683654635272,14527,9053.718418170232
0.0,0.011759758,0,854.3564223134017,0,-1962.7128622688106
0.0,0.011759758,0,-1996.364214070447,0,-2867.8814500637964
0.0,0.01286757,0,67.2641381329704,0,138.37628110941296
1214.0,1211.8185,1214,4869.625522990704,1214,4203.645356821464
13489.0,13310.259,13489,14112.70376874024,13489,15971.595742868332
23555.0,23208.734,23555,18059.224345493836,23555,21440.598662806075
103.99999999999997,101.23344,104,-4701.593775367146,104,-3017.2157238888467
25703.999999999996,25289.463,25704,18267.340642582283,25704,19973.02109599932
154.00000000000003,153.7177,154,382.33432165847626,154,602.6602930285298
1384.0000000000002,1352.8339,1384,577.824299992848,1384,1164.6639715640595
0.0,0.011759758,0,2898.8525210603257,0,1377.775825779463
0.0,0.011759758,0,-989.7096091764106,0,-1219.0383119469407
0.0,0.011759758,0,-1178.3064313090727,0,-2390.0644530145146
0.0,0.011381388,0,-3678.5848009778347,0,730.3385897594271
0.0,0.011759758,0,-1479.1826143761136,0,-2360.45347662126
19575.999999999993,19228.11,19576,17522.87487639077,19576,21959.93503963457
4073.9999999999973,4027.8916,4074,5098.9084093951315,4074,5810.3995491057285
0.0,0.011804223,0,-734.4304728207935,0,317.0646293275204
0.0,0.011804223,0,1113.8326674285781,0,402.38689572853764
2396.0000000000005,2323.3127,2396,12261.824379087615,2396,10570.674700806936
0.0,0.011804223,0,2315.851868324913,0,1199.2699299645028
0.0,0.011488557,0,-10929.459612297302,0,-5181.134994496373
0.0,0.011738777,0,2693.186873551502,0,-580.5447227529949
10223.000000000002,10067.51,10223,14762.408429713389,10223,13774.601625947584
0.0,0.011759758,0,-3407.494241372944,0,-4797.6842328788625
25064.000000000004,24721.166,25064,22742.44293831683,25064,26001.165140916288
0.0,0.017417192,0,-2808.890733262211,0,-2036.1035842022611
1598.9999999999998,1553.6929,1599,6884.970080100567,1599,318.95874725387694
20869.0,20538.873,20869,15579.628208750117,20869,17033.573574024056
0.0,0.011759758,0,2691.0860794079636,0,876.2821127269053
0.0,0.013173461,0,-5162.676141451622,0,-2289.094194223362
0.0,0.013405919,0,22523.285827150223,0,21663.297643172482
28764.000000000015,28321.299,28764,23271.873552623198,28764,24638.672500629717
197.99999999999997,184.43517,198,7786.954920898905,198,2991.13462619482
24644.000000000004,24218.13,24644,17760.09590026171,24644,16473.595100231163
567.0000000000001,554.6751,567,1902.814551574942,567,1720.6998008813534
0.0,0.011360407,0,-1564.3576304482995,0,-904.726062325135
27093.999999999978,26749.75,27094,25966.026393715423,27094,28835.77264073077
0.0,0.011783361,0,168.91331255562545,0,-1597.5134001274055
4561.999999999996,4366.8354,4562,5823.170006763525,4562,6352.769178696006
0.0,0.011759758,0,-2576.599755191841,0,-1802.8141960518478
4944.999999999998,4980.503,4945,8683.498475783912,4945,5568.159558672996
34288.99999999998,33577.824,34289,26944.14160213978,34289,29470.404443037525
2169.000000000001,2180.323,2169,9863.191748558012,2169,7412.543176649462
0.0,0.011759758,0,-416.7200601306249,0,-1428.170026766289
384.00000000000017,385.02924,384,-262.2524654907029,384,-1158.851142587162
7774.9999999999945,7703.598,7775,11448.811685915294,7775,10341.688750374968
0.0,0.011759758,0,-1310.036418857184,0,-776.1112948954324
0.0,0.012913227,0,-3420.666517970625,0,-1830.81558292501
16317.999999999987,16062.598,16318,13716.68605684895,16318,18152.79657323641
1175.0,1165.483,1175,-6178.920507745272,1175,-4891.890084532126
13170.999999999993,13051.838,13171,13372.532701182252,13171,17370.094459885622
0.0,0.011759758,0,-1845.091732432993,0,-550.7465387825869
0.0,0.01286757,0,-3773.29915230145,0,-2888.4885346226947
0.0,0.011759758,0,1720.0640403541038,0,565.0655284989189
0.0,0.011759758,0,-1724.1316147748876,0,-2317.8465773899006
204.00000000000006,199.66678,204,5203.324327519353,204,5175.210188125384
27380.999999999985,26940.59,27381,23245.194717559272,27381,24315.662749474774
0.0,0.011738777,0,-1318.3889159812097,0,743.7688891800062
733.9999999999999,706.1175,734,1350.8893626305507,734,1263.984090938924
0.0,0.011738777,0,-6154.143471001604,0,-5240.721416147884
0.0,0.012913227,0,232.64023678681406,0,573.0556374966181
28339.000000000015,27846.727,28339,26081.72571199559,28339,29129.325833793057
0.0,0.9246118,0,-1265.8859248525841,0,374.2618962756096
6343.0000000000055,6295.9453,6343,3209.1565571914107,6343,2766.9149039436306
0.0,0.011804223,0,820.1917688816757,0,-877.02274165587
0.0,0.011759758,0,2014.7430795207183,0,-413.6867417585381
0.0,0.012913227,0,-171.5333370342123,0,1605.3336954409242
0.0,0.011759758,0,-1723.3384120394912,0,-1256.671542051481
0.0,0.012100577,0,1885.999688863485,0,740.0902360876498
0.0,0.011759758,0,2661.6034856491606,0,619.2771465159021
0.0,0.011759758,0,2384.2892506713542,0,362.0661914953962
0.0,0.011823177,0,-1180.577951131825,0,-2853.4682994579416
15731.00000000001,15608.976,15731,15972.747566942315,15731,16930.210132465578
3407.0000000000023,3311.525,3407,6149.77982853452,3407,297.4362911613862
5203.000000000004,4956.1294,5203,7736.5414564024395,5203,6776.76972475279
0.0,0.011759758,0,2193.6503638282593,0,959.8066857669837
1986.0000000000005,1965.7505,1986,707.2970225924073,1986,1237.8936323199232
0.0,0.011360407,0,-6446.400031569778,0,-2986.1001998531065
23855.000000000022,23617.803,23855,17746.226610481615,23855,18891.43899935347
4724.000000000002,4647.5176,4724,4773.604115299022,4724,5402.021899279294
0.0,0.016225338,0,464.6345344102738,0,963.7058040290285
34177.0,33577.824,34177,28922.374281844808,34177,29572.66421714923
0.0,0.017417192,0,-9256.701336670718,0,-4103.433636333801
24209.00000000002,23887.352,24209,20922.23118436613,24209,20705.30225216143
8058.999999999999,7849.6777,8059,7869.621297870588,8059,7478.591183156495
0.0,0.011759758,0,-2825.128530639995,0,-3245.0976937386367
1828.9999999999995,1822.2305,1829,3467.857174906123,1829,3056.2013021862076
2118.000000000001,2084.1155,2118,3550.652189153152,2118,2366.902347214218
6134.999999999995,6070.233,6135,8222.62414991422,6135,9022.557516759567
64.99999999999997,63.14898,65,2589.0240505576658,65,3263.180067927118
0.0,0.011738777,0,-5938.176071078444,0,-3742.927270246226
0.0,0.011759758,0,-4841.719606882209,0,-5043.141931415848
0.0,0.011804223,0,-3087.5529945209128,0,-2228.2763934712784
0.0,0.011759758,0,3992.1121358160744,0,1971.8971423336116
0.0,0.011759758,0,2978.6854117945622,0,2988.980616969471
